id	name	ping_1	ping_2	ping_3	ping_4	ping_5	ping_6	ping_7	ping_8	zhang_1	zhang_2	StructuredFund
150299	华安中证银行指数分级A行情吧档案			1.0051	1.2028	1.0050	1.2027	0.9930	1.20%	0.0001	0.01%	True
150325	工银中证高铁产业指数分级A行情吧档案			1.0024	1.1944	1.0023	1.1943	0.9870	1.54%	0.0001	0.01%	True
150207	招商沪深300地产等权重分级A行情吧档案			1.0039	1.1998	1.0038	1.1997	1.0990	-9.47%	0.0001	0.01%	True
150200	招商中证全指证券公司分级A行情吧档案			1.0039	1.2047	1.0038	1.2046	0.9670	3.68%	0.0001	0.01%	True
150249	招商中证银行指数分级A行情吧档案			1.0039	1.1695	1.0038	1.1694	0.9920	1.19%	0.0001	0.01%	True
150171	申万菱信申万证券分级A行情吧档案			1.0116	---	1.0115	---	0.9850	2.63%	0.0001	0.01%	True
502004	易方达军工分级A行情吧档案			1.0112	---	1.0111	---	0.9730	3.78%	0.0001	0.01%	True
150295	南方中证国有企业改革分级A行情吧档案			1.0063	---	1.0062	---	0.9790	2.71%	0.0001	0.01%	True
150293	南方中证高铁产业指数分级A行情吧档案			1.0069	---	1.0068	---	0.9920	1.48%	0.0001	0.01%	True
150225	博时中证800证券保险分级A行情吧档案			1.0063	1.2002	1.0062	1.2001	---	---	0.0001	0.01%	True
150267	博时中证银行指数分级A行情吧档案			1.0063	1.1977	1.0062	1.1976	0.9750	3.11%	0.0001	0.01%	True
150186	申万菱信中证军工指数分级A行情吧档案			1.0218	---	1.0217	---	0.9840	3.70%	0.0001	0.01%	True
150297	南方中证互联网指数分级A行情吧档案			1.0247	---	1.0246	---	1.0130	1.14%	0.0001	0.01%	True
150259	易方达重组分级A行情吧档案			1.0253	---	1.0252	---	0.9870	3.74%	0.0001	0.01%	True
150184	申万中证环保产业指数分级A行情吧档案			1.0164	---	1.0163	---	1.0000	1.61%	0.0001	0.01%	True
150283	申万菱信申万医药生物分级A行情吧档案			1.0261	---	1.0260	---	0.9950	3.03%	0.0001	0.01%	True
502007	易方达国企改革指数分级A行情吧档案			1.0269	---	1.0268	---	0.9870	3.89%	0.0001	0.01%	True
150255	易方达银行分级A行情吧档案			1.0285	---	1.0284	---	0.9940	3.35%	0.0001	0.01%	True
150231	申万菱信申万电子分级A行情吧档案			1.0306	---	1.0305	---	0.9990	3.07%	0.0001	0.01%	True
150257	易方达生物分级A行情吧档案			1.0285	---	1.0284	---	0.9950	3.26%	0.0001	0.01%	True
502049	易方达上证50指数分级A行情吧档案			1.0452	---	1.0451	---	1.0100	3.37%	0.0001	0.01%	True
150209	富国中证国企改革指数分级A行情吧档案	1.0040	1.1960	1.0040	1.1960	0.0000	0.00%	0.9690	3.49%			True
150213	国投瑞银中证创业指数分级A行情吧档案	1.0020	1.2190	1.0020	1.2190	0.0000	0.00%	0.9730	2.89%			True
150177	鹏华证券保险分级A行情吧档案	1.0020	1.2340	1.0020	1.2340	0.0000	0.00%	0.9650	3.69%			True
150179	鹏华信息分级A行情吧档案	1.0020	1.2340	1.0020	1.2340	0.0000	0.00%	0.9530	4.89%			True
150194	富国中证移动互联网指数分级A行情吧档案	1.0040	1.2130	1.0040	1.2130	0.0000	0.00%	0.9680	3.59%			True
502014	长盛中证申万一带一路分级A行情吧档案	1.0070	---	1.0070	---	0.0000	0.00%	0.9740	3.28%			True
150311	信诚中证智能家居指数分级A行情吧档案	1.0050	---	1.0050	---	0.0000	0.00%	0.9960	0.90%			True
502024	鹏华钢铁分级A行情吧档案	1.0170	1.1600	1.0170	1.1600	0.0000	0.00%	0.9760	4.03%			True
150235	鹏华证券分级A行情吧档案	1.0210	1.1720	1.0210	1.1720	0.0000	0.00%	0.9910	2.94%			True
150203	鹏华传媒分级A 行情吧档案	1.0060	1.1980	1.0060	1.1980	0.0000	0.00%	0.9670	3.88%			True
150152	富国创业板指数分级A行情吧档案	1.0020	1.2980	1.0020	1.2980	0.0000	0.00%	0.9720	2.99%			True
150012	国联安双禧中证100A行情吧档案	1.1380	1.4100	1.1380	1.4100	0.0000	0.00%	1.1060	2.81%			True
150018	银华稳进行情吧档案	1.0020	1.4720	1.0020	1.4720	0.0000	0.00%	0.9670	3.49%			True
150181	富国中证军工指数分级A行情吧档案	1.0040	1.2370	1.0040	1.2370	0.0000	0.00%	0.9680	3.59%			True
150229	鹏华酒分级A行情吧档案	1.0100	1.1740	1.0100	1.1730	0.0000	0.00%	0.9730	3.66%			True
150219	前海开源健康分级A行情吧档案	1.0030	1.2330	1.0030	1.2330	0.0000	0.00%	1.0010	0.20%			True
150289	中融中证煤炭指数分级A行情吧档案	1.0050	1.2000	1.0050	1.2000	0.0000	0.00%	0.9930	1.19%			True
150211	富国中证新能源汽车指数分级A行情吧档案	1.0050	1.1980	1.0050	1.1980	0.0000	0.00%	0.9740	3.08%			True
150227	鹏华银行分级A行情吧档案	1.0100	1.1750	1.0100	1.1750	0.0000	0.00%	0.9730	3.66%			True
150335	融通军工分级A行情吧档案	1.0050	1.2100	1.0050	1.2100	0.0000	0.00%	0.9920	1.29%			True
150135	国富中证100指数增强分级A行情吧档案	1.0020	1.1970	1.0020	1.1970	0.0000	0.00%	0.9970	0.50%			True
150309	信诚中证信息安全指数分级A行情吧档案	1.0050	---	1.0050	---	0.0000	0.00%	0.9650	3.98%			True
150281	长盛中证金融地产指数分级A行情吧档案	1.0070	---	1.0070	---	0.0000	0.00%	0.9790	2.78%			True
150237	鹏华环保分级A行情吧档案	1.0100	1.1660	1.0100	1.1660	0.0000	0.00%	0.9960	1.39%			True
150245	鹏华互联网分级A行情吧档案	1.0100	1.1660	1.0100	1.1660	0.0000	0.00%	0.9740	3.56%			True
150049	南方消费收益行情吧档案	1.0400	1.4230	1.0400	1.4230	0.0000	0.00%	1.0080	3.08%			True
150036	建信稳健行情吧档案	1.0020	---	1.0020	---	0.0000	0.00%	0.9990	0.30%			True
150073	诺安稳健行情吧档案	1.0020	1.3960	1.0020	1.3960	0.0000	0.00%	0.9800	2.20%			True
150092	诺德深证300指数分级A行情吧档案	1.0020	1.3540	1.0020	1.3540	0.0000	0.00%	0.9710	3.09%			True
150094	泰信基本面400A行情吧档案	1.0020	1.3680	1.0020	1.3680	0.0000	0.00%	0.9680	3.39%			True
150066	国泰互利分级债券A行情吧档案	1.0010	1.2650	1.0010	1.2650	0.0000	0.00%	0.9530	4.80%			True
150273	鹏华一带一路分级A行情吧档案	1.0250	1.1720	1.0250	1.1720	0.0000	0.00%	0.9980	2.63%			True
150051	信诚沪深300指数分级A行情吧档案	1.0040	1.3730	1.0040	1.3730	0.0000	0.00%	0.9710	3.29%			True
150143	银华中证转债指数增强分级A行情吧档案	1.0060	---	1.0060	---	0.0000	0.00%	0.9400	6.56%			True
150164	东吴转债A行情吧档案	1.0060	---	1.0060	---	0.0000	0.00%	---	---			True
150241	富国中证银行指数分级A行情吧档案	1.0040	1.1730	1.0040	1.1730	0.0000	0.00%	0.9640	3.98%			True
150291	中融中证银行指数分级A行情吧档案	1.0050	1.2030	1.0050	1.2030	0.0000	0.00%	0.9940	1.09%			True
150329	方正富邦保险主题指数分级A行情吧档案	1.0040	1.1650	1.0040	1.1650	0.0000	0.00%	0.9660	3.78%			True
150343	融通证券分级A行情吧档案	1.0050	1.2080	1.0050	1.2080	0.0000	0.00%	0.9910	1.39%			True
150321	富国中证煤炭指数分级A行情吧档案	1.0080	1.2350	1.0080	1.2350	0.0000	0.00%	---	---			True
150317	交银中证互联网金融指数分级A行情吧档案	1.0020	1.1990	1.0020	1.1990	0.0000	0.00%	1.0500	-4.79%			True
150028	信诚中证500指数分级A行情吧档案	1.0450	1.4510	1.0450	1.4510	0.0000	0.00%	1.0100	3.35%			True
150030	银华中证等权90金利行情吧档案	1.0020	1.4630	1.0020	1.4630	0.0000	0.00%	0.9510	5.09%			True
150279	鹏华新能源分级A行情吧档案	1.0200	1.1710	1.0200	1.1700	0.0000	0.00%	0.9850	3.43%			True
150169	汇添富恒生指数分级A行情吧档案	1.0020	---	1.0020	---	0.0000	0.00%	0.9750	2.69%			True
150287	中融国证钢铁行业指数分级A行情吧档案	1.0050	1.2010	1.0050	1.2010	0.0000	0.00%	0.9940	1.09%			True
150221	前海开源中航军工A行情吧档案	1.0030	1.2550	1.0030	1.2550	0.0000	0.00%	1.0380	-3.49%			True
150243	鹏华创业板分级A行情吧档案	1.0060	1.1660	1.0060	1.1660	0.0000	0.00%	0.9680	3.78%			True
502054	长盛中证证券公司分级A行情吧档案	1.0070	---	1.0070	---	0.0000	0.00%	0.9750	3.18%			True
150064	长盛同瑞200分级A行情吧档案	1.0020	1.4190	1.0020	1.4190	0.0000	0.00%	0.9530	4.89%			True
150100	鹏华资源分级A行情吧档案	1.0020	1.3300	1.0020	1.3300	0.0000	0.00%	0.9800	2.20%			True
150265	中融一带一路分级A行情吧档案	1.0050	1.2070	1.0050	1.2070	0.0000	0.00%	0.9900	1.49%			True
150275	安信一带一路分级A行情吧档案	1.0040	1.1700	1.0040	1.1700	0.0000	0.00%	0.9680	3.59%			True
150059	银华金瑞行情吧档案	1.0020	1.4190	1.0020	1.4190	0.0000	0.00%	0.9820	2.00%			True
150305	国寿安保中证养老产业分级A行情吧档案	1.0040	1.1750	1.0040	1.1750	0.0000	0.00%	0.9800	2.39%			True
150192	鹏华地产分级A行情吧档案	1.0020	1.2130	1.0020	1.2130	0.0000	0.00%	1.0190	-1.70%			True
502021	国金上证50分级A行情吧档案	1.0040	---	1.0040	---	0.0000	0.00%	0.9660	3.78%			True
502041	长盛上证50指数分级A行情吧档案	1.0070	---	1.0070	---	0.0000	0.00%	1.0390	-3.18%			True
150173	信诚中证TMT产业指数分级A行情吧档案	1.0040	1.2000	1.0040	1.2000	0.0000	0.00%	0.9880	1.59%			True
150205	鹏华中证国防指数分级A行情吧档案	1.0060	1.2030	1.0060	1.2030	0.0000	0.00%	---	---			True
150277	鹏华高铁分级A行情吧档案	1.0170	1.1710	1.0170	1.1710	0.0000	0.00%	0.9860	3.05%			True
150217	交银国证新能源指数分级A行情吧档案	1.0020	1.1890	1.0020	1.1890	0.0000	0.00%	0.9640	3.79%			True
150188	招商可转债分级债券A行情吧档案	1.0040	1.2250	1.0040	1.2250	0.0000	0.00%	0.9940	1.00%			True
511280	华夏3-5年信用债ETF行情吧档案	105.4563	1.0546	105.4569	1.0546	103.0000	2.33%					True
511270	海富通上证10年期ETF行情吧档案	105.5078	1.0551	105.5859	1.0559	104.1350	1.30%					True
511260	国泰上证10年期国债ETF行情吧档案	106.4450	1.0640	106.5590	1.0660	106.4400	0.00%					True
511290	广发上证10年期国债ETF行情吧档案	105.2248	1.0522	105.3394	1.0534	102.8520	2.25%					True
511310	富国中证10年期国债ETF行情吧档案	107.5016	1.0750	107.6195	1.0762	104.3500	2.93%					True
159926	嘉实中证中期国债ETF行情吧档案	113.3920	1.1340	113.5240	1.1350	111.0000	2.11%					True
511010	国泰上证5年期国债ETF行情吧档案	116.5100	1.1780	116.6710	1.1800	116.6030	-0.08%					True
513030	华安德国30(DAX)ETF行情吧档案	---	---	0.9350	0.9350	---	---	0.9430	---			True
159941	广发纳斯达克100ETF行情吧档案	---	---	1.4881	1.4881	---	---	1.4860	---			True
513100	国泰纳斯达克100ETF行情吧档案	---	---	2.3720	2.3720	---	---	2.3780	---			True
150159	中欧纯债添利分级债券B行情吧档案	1.0750	1.4100	---	---	---	---	---	---			True
513500	博时标普500ETF行情吧档案	---	---	1.6610	1.6610	---	---	1.6630	---			True
511030	平安中债债利差因子ETF行情吧档案	1.0037	1.0037	---	---	---	---	---	---			True
510850	工银瑞信上证50ETF行情吧档案	1.0093	1.0093	---	---	---	---	---	---			True
512870	南华中证杭州湾区ETF行情吧档案	0.9840	0.9840	---	---	---	---	---	---			True
513680	建信港股通恒生中国ETF行情吧档案	1.0027	1.0027	---	---	---	---	---	---			True
513050	易方达中概互联50ETF行情吧档案	---	---	1.1232	1.1232	---	---	1.1290	---			True
512150	汇安富时中国A50ETF行情吧档案	0.9971	0.9971	---	---	---	---	---	---			True
511020	平安中证5-10年国债活跃券ETF行情吧档案	1.0034	1.0034	---	---	---	---	---	---			True
